"abspos","chromosome_name","start_position","end_position","ensembl_gene_id","hgnc_symbol","band"
247667364,1,247666887,247667841,"ENSG00000230411","OR3D1P","q44"
247675275,1,247670812,247679739,"ENSG00000197437","OR13G1","q44"
247714041,1,247711436,247716646,"ENSG00000169214","OR6F1","q44"
247717788,1,247711813,247723764,"ENSG00000239395","RP11-634B7.5","q44"
247723500,1,247722957,247724043,"ENSG00000241128","OR14A2","q44"
247739087,1,247738615,247739559,"ENSG00000153230","OR14K1","q44"
247757701,1,247754846,247760556,"ENSG00000221888","OR1C1","q44"
247774846,1,247770169,247779524,"ENSG00000228336","OR9H1P","q44"
247819389,1,247814660,247824119,"ENSG00000196772","OR14A16","q44"
247827994,1,247827486,247828502,"ENSG00000232908","HSD17B7P1","q44"
247833818,1,247833349,247834288,"ENSG00000230576","OR6R1P","q44"
247841412,1,247840928,247841896,"ENSG00000197591","OR11L1","q44"
247867702,1,247857199,247878205,"ENSG00000162722","TRIM58","q44"
247896059,1,247895587,247896531,"ENSG00000238243","OR2W3","q44"
247921104,1,247920252,247921956,"ENSG00000177462","OR2T8","q44"
247930114,1,247924889,247935339,"ENSG00000177275","OR2AJ1","q44"
247936787,1,247936061,247937513,"ENSG00000226191","RP11-438H8.8","q44"
247939316,1,247938973,247939659,"ENSG00000224830","OR2X1P","q44"
247949327,1,247948858,247949796,"ENSG00000279263","OR2L8","q44"
247965809,1,247965233,247966386,"ENSG00000187080","OR2AK2","q44"
247975197,1,247974741,247975653,"ENSG00000237492","OR2L9P","q44"
247986038,1,247980872,247991204,"ENSG00000224227","OR2L1P","q44"
248003598,1,248003129,248004068,"ENSG00000232215","OR2L6P","q44"
248018968,1,248013660,248024276,"ENSG00000197454","OR2L5","q44"
248036187,1,248030070,248042305,"ENSG00000203663","OR2L2","q44"
248055121,1,248046836,248063407,"ENSG00000198128","OR2L3","q44"
248085522,1,248083522,248087522,"ENSG00000197067","OR2T32P","q44"
248098143,1,248095184,248101103,"ENSG00000196071","OR2L13","q44"
248122407,1,248121932,248122882,"ENSG00000177233","OR2M1P","q44"
248145617,1,248145148,248146086,"ENSG00000162727","OR2M5","q44"
248177944,1,248174821,248181067,"ENSG00000198601","OR2M2","q44"
248205095,1,248197265,248212925,"ENSG00000228198","OR2M3","q44"
248238048,1,248231417,248244679,"ENSG00000171180","OR2M4","q44"
248273946,1,248269917,248277976,"ENSG00000177212","OR2T33","q44"
248296781,1,248290139,248303424,"ENSG00000177201","OR2T12","q44"
248324099,1,248323630,248324568,"ENSG00000177186","OR2M7","q44"
248349244,1,248348775,248349713,"ENSG00000177174","OR14C36","q44"
248362104,1,248361581,248362627,"ENSG00000196944","OR2T4","q44"
248383778,1,248375746,248391811,"ENSG00000198104","OR2T6","q44"
248405534,1,248403048,248408020,"ENSG00000175143","OR2T1","q44"
248440337,1,248436359,248444316,"ENSG00000227152","OR2T7","q44"
248450618,1,248445512,248455725,"ENSG00000196240","OR2T2","q44"
248473829,1,248473351,248474307,"ENSG00000196539","OR2T3","q44"
248484864,1,248484245,248485484,"ENSG00000229255","RP11-407H12.8","q44"
248489851,1,248488589,248491113,"ENSG00000203661","OR2T5","q44"
248498478,1,248498308,248498649,"ENSG00000271934","OR2AS2P","q44"
248517705,1,248508073,248527337,"ENSG00000188558","OR2G6","q44"
248556297,1,248548756,248563839,"ENSG00000224521","RP11-438F14.3","q44"
248549603,1,248549444,248549762,"ENSG00000227102","OR2AS1P","q44"
248559842,1,248556912,248562772,"ENSG00000182783","OR2T29","q44"
248574279,1,248573801,248574757,"ENSG00000183310","OR2T34","q44"
248594093,1,248590487,248597700,"ENSG00000184022","OR2T10","q44"
248601642,1,248601416,248601869,"ENSG00000271701","RP11-438F14.10","q44"
248629324,1,248623557,248635091,"ENSG00000279301","OR2T11","q44"
248640817,1,248636356,248645278,"ENSG00000177151","OR2T35","q44"
248652683,1,248649838,248655528,"ENSG00000187701","OR2T27","q44"
248681836,1,248681369,248682304,"ENSG00000189181","OR14I1","q44"
248704257,1,248691760,248716755,"ENSG00000229703","XX-CR54.1","q44"
248708421,1,248708202,248708641,"ENSG00000276520","WI2-2118C23.2","q44"
248737194,1,248718649,248755739,"ENSG00000259823","LYPD8","q44"
248722097,1,248721993,248722201,"ENSG00000242529","XX-CR54.2","q44"
248772713,1,248771635,248773792,"ENSG00000229663","AL672296.1","q44"
248818539,1,248810446,248826633,"ENSG00000175137","SH3BP5L","q44"
248826410,1,248826377,248826443,"ENSG00000264500","MIR3124","q44"
248843863,1,248838210,248849517,"ENSG00000171161","ZNF672","q44"
248854575,1,248850006,248859144,"ENSG00000171163","ZNF692","q44"
248861980,1,248859164,248864796,"ENSG00000227237","AL672294.1","q44"
248913071,1,248906196,248919946,"ENSG00000185220","PGBD2","q44"
248912742,1,248912690,248912795,"ENSG00000200495","RNU6-1205P","q44"
248936812,1,248936581,248937043,"ENSG00000233084","AL672183.2","q44"
248999264,2,38814,46870,"ENSG00000184731","FAM110C","p25.3"
249156509,2,197569,202605,"ENSG00000227061","AC079779.7","p25.3"
249198486,2,217730,266398,"ENSG00000035115","SH3YL1","p25.3"
249227633,2,264140,278283,"ENSG00000143727","ACP1","p25.3"
249240626,2,279558,288851,"ENSG00000189292","FAM150B","p25.3"
249250389,2,286419,301515,"ENSG00000228643","AC079779.4","p25.3"
249266161,2,305111,314367,"ENSG00000235779","AC079779.5","p25.3"
249264975,2,307683,309424,"ENSG00000277997","RP11-356M6.1","p25.3"
249286437,2,317912,342118,"ENSG00000233684","AC079779.6","p25.3"
249359070,2,388412,416885,"ENSG00000236856","AC105393.1","p25.3"
249378102,2,421057,422303,"ENSG00000226277","AC105393.2","p25.3"
249448221,2,490944,492655,"ENSG00000223985","AC093326.1","p25.3"
249452604,2,495731,496633,"ENSG00000284452","RP11-625N16.1","p25.3"
249502658,2,545805,546667,"ENSG00000225942","AC093326.2","p25.3"
249524596,2,558204,578145,"ENSG00000233633","AC093326.3","p25.3"
249628809,2,667335,677439,"ENSG00000151353","TMEM18","p25.3"
249643700,2,677186,697371,"ENSG00000233296","AC092159.2","p25.3"
249644495,2,687799,688348,"ENSG00000280360","RP11-455F15.1","p25.3"
249649081,2,692083,693235,"ENSG00000233970","AC092159.3","p25.3"
249684517,2,724966,731224,"ENSG00000227713","AC116609.1","p25.3"
249696298,2,739588,740164,"ENSG00000272342","RP13-539J13.1","p25.3"
249702338,2,741977,749856,"ENSG00000231173","AC116609.3","p25.3"
249701549,2,742488,747767,"ENSG00000223751","AC116609.2","p25.3"
249780555,2,779840,868426,"ENSG00000237667","AC113607.1","p25.3"
249859255,2,900216,905451,"ENSG00000228799","AC113607.2","p25.3"
249872447,2,910926,921124,"ENSG00000234796","AC113607.3","p25.3"
249906372,2,949627,950274,"ENSG00000235688","AC116614.1","p25.3"
250115662,2,950868,1367613,"ENSG00000172554","SNTG2","p25.3"
250020159,2,1059133,1068341,"ENSG00000235403","AC114808.3","p25.3"
250115789,2,1158310,1160424,"ENSG00000236665","AC114808.2","p25.3"
250300228,2,1341044,1346568,"ENSG00000233553","AC108462.1","p25.3"
250415389,2,1374223,1543711,"ENSG00000115705","TPO","p25.3"
250539811,2,1546665,1620113,"ENSG00000228613","AC144450.1","p25.3"
250509995,2,1552445,1554701,"ENSG00000283766","AC141930.3","p25.3"
250532854,2,1572554,1580311,"ENSG00000231482","AC141930.2","p25.3"
250579386,2,1620510,1625419,"ENSG00000203635","AC144450.2","p25.3"
250644791,2,1631887,1744852,"ENSG00000130508","PXDN","p25.3"
251016652,2,1789113,2331348,"ENSG00000186487","MYT1L","p25.3"
250759947,2,1795525,1811526,"ENSG00000284600","RP11-755H23.1","p25.3"
250782961,2,1824412,1828667,"ENSG00000232057","AC093390.1","p25.3"
251279593,2,2319232,2327110,"ENSG00000225619","AC009232.2","p25.3"
251605731,2,2641989,2656630,"ENSG00000234929","AC018685.1","p25.3"
251686854,2,2729908,2730957,"ENSG00000227364","AC018685.2","p25.3"
251792749,2,2834264,2838391,"ENSG00000237720","AC011995.1","p25.3"
251827316,2,2870558,2871231,"ENSG00000228391","AC011995.3","p25.3"
251966959,2,2895048,3126026,"ENSG00000234423","AC019118.2","p25.3"
252095102,2,3131581,3145780,"ENSG00000236760","AC019118.3","p25.3"
252113698,2,3156756,3157797,"ENSG00000226649","AC019118.4","p25.3"
252239825,2,3188925,3377882,"ENSG00000032389","TSSC1","p25.3"
252256325,2,3298341,3301465,"ENSG00000224885","AC073502.1","p25.3"
252388806,2,3379675,3485094,"ENSG00000171853","TRAPPC12","p25.3"
252438247,2,3481242,3482409,"ENSG00000225234","AC114810.5","p25.3"
252453614,2,3496956,3497428,"ENSG00000271868","RP11-1293J14.1","p25.3"
252464970,2,3497361,3519736,"ENSG00000182551","ADI1","p25.3"
252477658,2,3519275,3523197,"ENSG00000235078","AC142528.1","p25.3"
252490765,2,3531813,3536873,"ENSG00000242282","AC108488.4","p25.3"
252496392,2,3531984,3547957,"ENSG00000255767","RP13-512J5.1","p25.3"
252508126,2,3544793,3558616,"ENSG00000171865","RNASEH1","p25.3"
252516540,2,3558492,3561745,"ENSG00000234171","AC108488.3","p25.3"
252534484,2,3575205,3580919,"ENSG00000171863","RPS7","p25.3"
252576160,2,3594832,3644644,"ENSG00000118004","COLEC11","p25.3"
252560241,2,3603397,3604242,"ENSG00000237370","AC010907.2","p25.3"
252574074,2,3617548,3617757,"ENSG00000188765","AC010907.3","p25.3"
252636855,2,3658195,3702671,"ENSG00000151360","ALLC","p25.3"
252644923,2,3688021,3688981,"ENSG00000232718","AC010907.6","p25.3"
252659791,2,3702585,3704153,"ENSG00000224661","AC010907.5","p25.3"
252731923,2,3703592,3847411,"ENSG00000214866","DCDC2C","p25.3"
252922284,2,3957655,3974070,"ENSG00000237401","AC107070.1","p25.3"
253095109,2,4136644,4140731,"ENSG00000229550","AC012445.1","p25.3"
253471052,2,4514204,4515056,"ENSG00000231821","AC019102.1","p25.2"
253598640,2,4628222,4656215,"ENSG00000231532","AC022311.1","p25.2"
253901752,2,4945277,4945383,"ENSG00000207192","RNU6-649P","p25.2"
254270359,2,5313740,5314134,"ENSG00000228585","AC073143.1","p25.2"
254509327,2,5549780,5556031,"ENSG00000232835","AC107057.1","p25.2"
254603418,2,5602505,5691488,"ENSG00000224128","AC107057.2","p25.2"
254611144,2,5618327,5691118,"ENSG00000230090","AC108025.2","p25.2"
254653448,2,5692667,5701385,"ENSG00000176887","SOX11","p25.2"
254658579,2,5696220,5708095,"ENSG00000242540","AC010729.1","p25.2"
254684817,2,5726449,5730342,"ENSG00000236106","AC010729.2","p25.2"
254768040,2,5810641,5812596,"ENSG00000237266","AC010729.3","p25.2"
254923403,2,5932687,6001275,"ENSG00000232044","AC073479.1","p25.2"
254931119,2,5974662,5974732,"ENSG00000276733","MIR7158","p25.2"
255275722,2,6312954,6325646,"ENSG00000234275","AC017053.1","p25.2"
255327138,2,6366010,6375422,"ENSG00000227007","AC105253.1","p25.2"
255452759,2,6495877,6496798,"ENSG00000231610","AC021021.1","p25.2"
255456326,2,6496003,6503806,"ENSG00000226488","AC021021.2","p25.2"
255589384,2,6615389,6650535,"ENSG00000236172","LINC01246","p25.2"
255606828,2,6650373,6650439,"ENSG00000283394","MIR7515","p25.2"
255705666,2,6728177,6770311,"ENSG00000205837","AC079923.1","p25.2"
255790911,2,6828514,6840464,"ENSG00000225964","AC017076.5","p25.2"
255810024,2,6840570,6866635,"ENSG00000134326","CMPK2","p25.2"
255838444,2,6865806,6898239,"ENSG00000134321","RSAD2","p25.2"
255862434,2,6905724,6906301,"ENSG00000271947","RP11-439M11.1","p25.1"
255871915,2,6912277,6918709,"ENSG00000228203","AC017076.4","p25.1"
255949261,2,6917392,7068286,"ENSG00000151692","RNF144A","p25.1"
256026725,2,7062727,7077880,"ENSG00000223884","AC019048.1","p25.1"
256097807,2,7141227,7141544,"ENSG00000223145","RN7SKP112","p25.1"
256217609,2,7260871,7261504,"ENSG00000272002","RP11-557L19.1","p25.1"
256281327,2,7324748,7325062,"ENSG00000213774","AC010904.1","p25.1"
256392179,2,7421261,7450254,"ENSG00000229727","AC013460.1","p25.1"
256533328,2,7576841,7576971,"ENSG00000221255","RNU6ATAC37P","p25.1"
256628347,2,7671604,7672246,"ENSG00000230515","AC092580.3","p25.1"
256684675,2,7725801,7730705,"ENSG00000235576","AC092580.4","p25.1"
256692136,2,7735645,7735783,"ENSG00000232979","AC092580.2","p25.1"
256693188,2,7736438,7737095,"ENSG00000229405","AC092580.1","p25.1"
256849634,2,7886770,7899655,"ENSG00000226506","AC007463.2","p25.1"
257056676,2,7922425,8278084,"ENSG00000235665","AC007464.1","p25.1"
257152118,2,8007771,8383621,"ENSG00000236790","LINC00299","p25.1"
257097757,2,8139402,8143269,"ENSG00000229740","U91324.1","p25.1"
257528234,2,8559833,8583792,"ENSG00000236008","AC011747.4","p25.1"
257568339,2,8600892,8622942,"ENSG00000231083","AC011747.6","p25.1"
257559642,2,8603082,8603359,"ENSG00000225642","AC011747.5","p25.1"
257630671,2,8666636,8681863,"ENSG00000235092","AC011747.7","p25.1"
257638071,2,8678845,8684453,"ENSG00000115738","ID2","p25.1"
257735777,2,8721081,8837630,"ENSG00000134313","KIDINS220","p25.1"
257884673,2,8852690,9003813,"ENSG00000143797","MBOAT2","p25.1"
257975018,2,9018293,9018899,"ENSG00000230886","RP11-785D16.1","p25.1"
258037983,2,9081395,9081727,"ENSG00000223640","RP11-734K21.1","p25.1"
258060699,2,9103440,9105114,"ENSG00000242136","RP11-734K21.2","p25.1"
258064651,2,9106593,9109865,"ENSG00000261104","RP11-734K21.5","p25.1"
258072462,2,9115197,9116884,"ENSG00000244310","RP11-734K21.3","p25.1"
258101058,2,9143166,9146106,"ENSG00000240980","RP11-734K21.4","p25.1"
258262646,2,9206765,9405683,"ENSG00000151693","ASAP2","p25.1"
258227882,2,9271292,9271628,"ENSG00000213772","RP11-385J23.1","p25.1"
258369933,2,9403475,9423547,"ENSG00000119185","ITGB1BP1","p25.1"
258404756,2,9423568,9473101,"ENSG00000119203","CPSF3","p25.1"
258441522,2,9473658,9496543,"ENSG00000134330","IAH1","p25.1"
258478561,2,9488486,9555792,"ENSG00000151694","ADAM17","p25.1"
258465350,2,9505445,9512412,"ENSG00000239300","RP11-400L8.2","p25.1"
258512759,2,9555899,9556775,"ENSG00000271855","RP11-214N9.1","p25.1"
258563915,2,9583972,9631014,"ENSG00000134308","YWHAQ","p25.1"
258600527,2,9638772,9649439,"ENSG00000240687","RP11-521D12.1","p25.1"
258647640,2,9674023,9708413,"ENSG00000244260","RP11-521D12.2","p25.1"
258697135,2,9740643,9740783,"ENSG00000200034","RNU4-73P","p25.1"
258703208,2,9746704,9746869,"ENSG00000240960","RP11-521D12.4","p25.1"
258720340,2,9757496,9770341,"ENSG00000243491","RP11-521D12.5","p25.1"
258845307,2,9843354,9934416,"ENSG00000115750","TAF1B","p25.1"
258894397,2,9936360,9939590,"ENSG00000269973","RP11-95D17.1","p25.1"
258933407,2,9951693,10002277,"ENSG00000134317","GRHL1","p25.1"
258961016,2,10003158,10006030,"ENSG00000188525","AC010969.1","p25.1"
258978623,2,10021578,10022825,"ENSG00000260476","RP11-254F7.1","p25.1"
258996299,2,10039092,10040663,"ENSG00000260077","RP11-254F7.2","p25.1"
259005264,2,10042849,10054836,"ENSG00000172059","KLF11","p25.1"
259011065,2,10054421,10054866,"ENSG00000271787","RP11-254F7.3","p25.1"
259025284,2,10056780,10080944,"ENSG00000205795","CYS1","p25.1"
259041363,2,10083781,10086101,"ENSG00000233502","AC104794.4","p25.1"
259082480,2,10120698,10131419,"ENSG00000171848","RRM2","p25.1"
259149064,2,10192614,10192671,"ENSG00000265418","MIR4261","p25.1"
259237181,2,10280628,10280891,"ENSG00000264030","RN7SL66P","p25.1"
259321675,2,10302889,10427617,"ENSG00000115756","HPCAL1","p25.1"
259400658,2,10439968,10448504,"ENSG00000115758","ODC1","p25.1"
259403203,2,10446714,10446849,"ENSG00000206633","SNORA80B","p25.1"
259406432,2,10448694,10451327,"ENSG00000257135","RP11-320M2.1","p25.1"
259586798,2,10570766,10689987,"ENSG00000115761","NOL10","p25.1"
259553420,2,10589166,10604830,"ENSG00000234818","AC092687.5","p25.1"
259647643,2,10690344,10692099,"ENSG00000243819","RP11-791G15.1","p25.1"
259675784,2,10717773,10720952,"ENSG00000236162","AC092687.3","p25.1"
259709801,2,10721649,10785110,"ENSG00000143882","ATP6V1C2","p25.1"
259700639,2,10744186,10744249,"ENSG00000239053","RNU7-138P","p25.1"
259725388,2,10767875,10770058,"ENSG00000272275","RP11-791G15.2","p25.1"
259767106,2,10783391,10837977,"ENSG00000143870","PDIA6","p25.1"
259771937,2,10815485,10815546,"ENSG00000238962","RNU7-176P","p25.1"
259807688,2,10847577,10854955,"ENSG00000232056","AC092687.4","p25.1"
259830851,2,10874291,10874567,"ENSG00000270488","RP11-245G13.1","p25.1"
259838115,2,10878269,10885118,"ENSG00000271952","RP11-245G13.2","p25.1"
259869503,2,10911937,10914225,"ENSG00000162975","KCNF1","p25.1"
260058991,2,11102142,11102997,"ENSG00000226080","RP11-345J13.1","p25.1"
260075491,2,11105317,11132821,"ENSG00000145063","AC062028.1","p25.1"
260096343,2,11133053,11146790,"ENSG00000150873","C2orf50","p25.1"
260123458,2,11155198,11178874,"ENSG00000162976","PQLC3","p25.1"
260220467,2,11179761,11348330,"ENSG00000134318","ROCK2","p25.1"
260190463,2,11233988,11234094,"ENSG00000207267","RNU6-1081P","p25.1"
260264905,2,11308025,11308941,"ENSG00000230154","AC018463.4","p25.1"
260308294,2,11351627,11352118,"ENSG00000226961","AC018463.5","p25.1"
260317997,2,11357515,11365636,"ENSG00000230952","AC099344.2","p25.1"
260345617,2,11388023,11390367,"ENSG00000231403","AC099344.3","p25.1"
260354951,2,11393981,11403077,"ENSG00000224177","AC099344.4","p25.1"
260411698,2,11444375,11466177,"ENSG00000169016","E2F6","p25.1"
260518986,2,11482341,11642788,"ENSG00000196208","GREB1","p25.1"
260473872,2,11517397,11517503,"ENSG00000201610","RNA5SP84","p25.1"
260497063,2,11540605,11540677,"ENSG00000264010","MIR4429","p25.1"
260517672,2,11561194,11561306,"ENSG00000251718","RNU2-13P","p25.1"
260518142,2,11561661,11561779,"ENSG00000202248","RNA5SP85","p25.1"
260541332,2,11584773,11585047,"ENSG00000239899","RN7SL674P","p25.1"
260620593,2,11658178,11670164,"ENSG00000169006","NTSR2","p25.1"
260622091,2,11665369,11665969,"ENSG00000230044","AC110754.3","p25.1"
260631866,2,11673964,11676925,"ENSG00000276411","RP11-494G9.1","p25.1"
260708924,2,11677595,11827409,"ENSG00000134324","LPIN1","p25.1"
260638816,2,11681460,11683328,"ENSG00000228496","AC106875.1","p25.1"
260679342,2,11721619,11724222,"ENSG00000203643","AC012456.3","p25.1"
260699571,2,11740997,11745301,"ENSG00000230790","AC012456.4","p25.1"
260723906,2,11767444,11767525,"ENSG00000265056","MIR548S","p25.1"
260793381,2,11836933,11836986,"ENSG00000265172","MIR4262","p25.1"
261169907,2,11848622,12578348,"ENSG00000224184","AC096559.1","p25.1"
260986759,2,12030303,12030372,"ENSG00000238503","RF00093","p24.3"
261155587,2,12199130,12199201,"ENSG00000264089","MIR3681","p24.3"
261367871,2,12411398,12411501,"ENSG00000207183","RNU6-843P","p24.3"
261558488,2,12598987,12605145,"ENSG00000223360","AC096559.2","p24.3"
261672243,2,12715415,12716227,"ENSG00000261117","RP11-333O1.1","p24.3"
261686233,2,12716889,12742734,"ENSG00000071575","TRIB2","p24.3"
261693827,2,12737367,12737444,"ENSG00000264370","MIR3125","p24.3"
261943320,2,12966784,13007013,"ENSG00000225649","AC064875.2","p24.3"
262529842,2,13537673,13609168,"ENSG00000229370","AC092635.1","p24.3"
263012169,2,13710531,14400963,"ENSG00000230448","AC064846.1","p24.3"
262697022,2,13723048,13758152,"ENSG00000227718","AC016730.1","p24.3"
263231095,2,14274622,14274725,"ENSG00000251859","RNU6-1288P","p24.3"
263579732,2,14616428,14630192,"ENSG00000228505","AC011897.2","p24.3"
263598172,2,14632686,14650814,"ENSG00000162981","FAM84A","p24.3"
263853577,2,14886647,14907664,"ENSG00000235127","AC068286.1","p24.3"
264320541,2,15166909,15561330,"ENSG00000151779","NBAS","p24.3"
264354030,2,15397435,15397782,"ENSG00000229087","RP11-32P22.1","p24.3"
264525441,2,15564170,15573868,"ENSG00000234022","AC008278.2","p24.3"
264567566,2,15591178,15631111,"ENSG00000079785","DDX1","p24.3"
264631006,2,15668684,15680484,"ENSG00000224194","AC008278.3","p24.3"
264673982,2,15690782,15744339,"ENSG00000231031","AC008271.1","p24.3"
264762734,2,15801747,15810877,"ENSG00000237326","AC113608.1","p24.3"
264821415,2,15864935,15865051,"ENSG00000202160","RNU5E-7P","p24.3"
264826513,2,15869939,15870243,"ENSG00000214657","RP11-120J4.1","p24.3"
264884630,2,15920399,15936017,"ENSG00000223850","AC010145.3","p24.3"
264888065,2,15921037,15942249,"ENSG00000233718","MYCNOS","p24.3"
264900207,2,15940564,15947007,"ENSG00000134323","MYCN","p24.3"
264907257,2,15950689,15950981,"ENSG00000243541","RN7SL104P","p24.3"
264986389,2,15997049,16062885,"ENSG00000226764","AC010145.4","p24.3"
265024536,2,16050427,16085801,"ENSG00000236289","AC130710.1","p24.3"
265051953,2,16085222,16105841,"ENSG00000236989","AC142119.1","p24.3"
265105744,2,16149251,16149394,"ENSG00000271315","WI2-2221J1.1","p24.3"
265159750,2,16202430,16204226,"ENSG00000226041","AC010745.1","p24.3"
265235434,2,16224047,16333978,"ENSG00000228876","AC010745.2","p24.3"
265184032,2,16227027,16228194,"ENSG00000231266","AC010745.3","p24.3"
265254789,2,16294445,16302290,"ENSG00000285354","RP11-549D18.1","p24.3"
265274367,2,16316324,16319566,"ENSG00000232444","AC010745.4","p24.3"
265349901,2,16354256,16432702,"ENSG00000224400","AC010880.1","p24.3"
265482703,2,16523176,16529387,"ENSG00000237633","AC104623.2","p24.2"
265500114,2,16541690,16545695,"ENSG00000279663","RP11-542H15.1","p24.2"
265564317,2,16549459,16666331,"ENSG00000197872","FAM49A","p24.2"
265704261,2,16728124,16767555,"ENSG00000223536","AC008069.1","p24.2"
265810974,2,16853820,16855284,"ENSG00000224604","AC008069.2","p24.2"
265928687,2,16970034,16974497,"ENSG00000237670","AC080094.1","p24.2"
266079412,2,17122841,17123140,"ENSG00000222842","RN7SKP168","p24.2"
266241015,2,17284292,17284895,"ENSG00000214843","AC068614.1","p24.2"
266342176,2,17385091,17386417,"ENSG00000236348","AC092843.1","p24.2"
266470933,2,17510584,17518439,"ENSG00000214842","RAD51AP2","p24.2"
266554494,2,17539126,17657018,"ENSG00000163032","VSNL1","p24.2"
266688449,2,17663812,17800242,"ENSG00000163029","SMC6","p24.2"
266727821,2,17753858,17788941,"ENSG00000178295","GEN1","p24.2"
266773220,2,17816496,17817101,"ENSG00000151379","MSGN1","p24.2"
267076153,2,17877847,18361616,"ENSG00000170745","KCNS3","p24.2"
267504217,2,18547386,18548204,"ENSG00000260331","RP11-111J6.2","p24.2"
267514123,2,18554723,18560680,"ENSG00000240857","RDH14","p24.2"
267528976,2,18555545,18589564,"ENSG00000250741","NT5C1B-RDH14","p24.2"
267532644,2,18562872,18589572,"ENSG00000185013","NT5C1B","p24.2"
267539839,2,18583367,18583468,"ENSG00000207170","RNU6-1215P","p24.2"
267742701,2,18784807,18787752,"ENSG00000224626","AC106053.1","p24.2"
268123021,2,18986451,19346748,"ENSG00000236204","AC092594.1","p24.1"
268304889,2,19348429,19348505,"ENSG00000266738","MIR4757","p24.1"
268311491,2,19351485,19358653,"ENSG00000143867","OSR1","p24.1"
268420012,2,19458220,19468961,"ENSG00000234597","AC010096.1","p24.1"
268450968,2,19468997,19520095,"ENSG00000237992","AC010096.2","p24.1"
268671067,2,19711715,19717576,"ENSG00000235911","AC019055.1","p24.1"
268782834,2,19826249,19826575,"ENSG00000213403","AC013400.1","p24.1"
268833375,2,19868860,19885047,"ENSG00000228784","AC013400.2","p24.1"
268855736,2,19896643,19901986,"ENSG00000183891","TTC32","p24.1"
268858719,2,19902025,19902569,"ENSG00000271991","RP11-79O8.1","p24.1"
268906617,2,19910260,19990131,"ENSG00000118965","WDR35","p24.1"
268953635,2,19990217,20004210,"ENSG00000227210","AC079145.4","p24.1"
268958824,2,19992111,20012694,"ENSG00000132031","MATN3","p24.1"
268998761,2,20032650,20052028,"ENSG00000068697","LAPTM4A","p24.1"
269009737,2,20052134,20054496,"ENSG00000223734","RP11-644K8.1","p24.1"
269041764,2,20063856,20106829,"ENSG00000234378","AC098828.2","p24.1"
269112259,2,20155618,20156057,"ENSG00000213729","AC098828.3","p24.1"
269131914,2,20175346,20175639,"ENSG00000266059","RN7SL140P","p24.1"
269132279,2,20175805,20175909,"ENSG00000200763","RNU6-961P","p24.1"
269169537,2,20200797,20225433,"ENSG00000115884","SDC1","p24.1"
269196891,2,20239892,20241046,"ENSG00000235411","AC007041.2","p24.1"
269202778,2,20246326,20246387,"ENSG00000238735","RNU7-113P","p24.1"
269256884,2,20248691,20352234,"ENSG00000055917","PUM2","p24.1"
269347909,2,20386386,20396588,"ENSG00000232800","AC007041.3","p24.1"
269358097,2,20401627,20401724,"ENSG00000212171","RNA5SP86","p24.1"
269404681,2,20447074,20449445,"ENSG00000143878","RHOB","p24.1"
269408416,2,20451042,20452947,"ENSG00000228950","AC023137.2","p24.1"
269456863,2,20499571,20501311,"ENSG00000227047","AC012065.4","p24.1"
269486143,2,20529467,20529976,"ENSG00000279307","RP11-130L8.3","p24.1"
269562190,2,20560448,20651089,"ENSG00000118960","HS1BP3","p24.1"
269542889,2,20586248,20586686,"ENSG00000269976","RP11-130L8.2","p24.1"
269548083,2,20590775,20592548,"ENSG00000231948","AC012065.6","p24.1"
269562889,2,20606280,20606654,"ENSG00000233416","AC012065.5","p24.1"
269629376,2,20666664,20679245,"ENSG00000143869","GDF7","p24.1"
269635015,2,20678254,20678932,"ENSG00000270100","RP11-130L8.1","p24.1"
269709994,2,20684014,20823130,"ENSG00000118961","LDAH","p24.1"
269817138,2,20859771,20861661,"ENSG00000236436","AC012361.1","p24.1"
269956537,2,20999313,21000917,"ENSG00000261012","RP11-116D2.1","p24.1"
269979173,2,21001429,21044073,"ENSG00000084674","APOB","p24.1"
269980255,2,21023496,21024170,"ENSG00000280390","AC010872.1","p24.1"
270090016,2,21123917,21143272,"ENSG00000218819","TDRD15","p24.1"
270155129,2,21198518,21198896,"ENSG00000271629","RP11-79J24.1","p24.1"
270552489,2,21221175,21970959,"ENSG00000233005","AC067959.1","p24.1"
270395908,2,21317660,21561313,"ENSG00000231204","AC011752.1","p24.1"
270319580,2,21362292,21364025,"ENSG00000270654","RP11-531P14.1","p24.1"
270589850,2,21630548,21636309,"ENSG00000235537","AC009411.2","p24.1"
270600419,2,21638431,21649563,"ENSG00000228538","AC009411.1","p24.1"
270655450,2,21687434,21710623,"ENSG00000229621","AC018742.1","p24.1"
270879562,2,21922993,21923288,"ENSG00000264192","RN7SL117P","p24.1"
270910351,2,21942178,21965680,"ENSG00000228999","AC068490.1","p24.1"
271145746,2,22188336,22190313,"ENSG00000223691","AC068044.1","p24.1"
271273570,2,22317053,22317244,"ENSG00000234189","AC099799.1","p24.1"
271295366,2,22338886,22339003,"ENSG00000206882","RNA5SP87","p24.1"
271386221,2,22377594,22482004,"ENSG00000234207","AC096570.2","p24.1"
271493805,2,22536479,22538288,"ENSG00000233587","AC096570.1","p24.1"
271818140,2,22861552,22861884,"ENSG00000222616","RN7SKP27","p24.1"
272065012,2,23018125,23199056,"ENSG00000232451","AC016768.1","p24.1"
